"cle_retour_client";"note";"cle_produit";"ref_magasin";"date_achat";"libelle_source";"libelle_categorie";"recommandation"
159002;8;77;13;"2021-03-19";"téléphone";"livraison";"1"
159003;8;96;39;"2021-04-23";"téléphone";"qualité produit";"1"
159004;9;48;62;"2021-07-18";"email";"livraison";"1"
159005;10;24;48;"2021-01-03";"email";"service après-vente";"1"
159006;8;27;49;"2021-09-01";"email";"livraison";"1"
159007;10;57;71;"2021-09-11";"réseaux sociaux";"service après-vente";""
159008;7;122;36;"2021-10-27";"téléphone";"service après-vente";"1"
159009;8;131;82;"2021-12-12";"email";"qualité produit";"1"
159010;9;70;83;"2021-02-21";"téléphone";"livraison";"1"
159011;9;125;77;"2021-08-01";"email";"livraison";"1"
159012;8;49;55;"2021-05-17";"réseaux sociaux";"livraison";"1"
159013;6;100;7;"2021-11-13";"téléphone";"livraison";"1"
159014;8;64;20;"2021-11-28";"téléphone";"livraison";"1"
159015;10;69;61;"2021-02-05";"email";"expérience en magasin";"1"
159016;7;86;68;"2021-11-02";"téléphone";"service après-vente";"1"
159017;10;93;65;"2021-09-25";"réseaux sociaux";"expérience en magasin";"1"
159018;10;3;31;"2021-05-03";"email";"service après-vente";"1"
159019;10;84;73;"2021-08-24";"téléphone";"qualité produit";"0"
159020;9;112;30;"2021-06-03";"email";"drive";"1"
159021;10;81;34;"2021-02-07";"réseaux sociaux";"expérience en magasin";""
159022;10;7;47;"2021-04-03";"email";"drive";"1"
159023;8;81;83;"2021-05-24";"téléphone";"livraison";"1"
159024;8;19;46;"2021-04-15";"réseaux sociaux";"livraison";"1"
159025;8;13;9;"2021-10-09";"téléphone";"service après-vente";"1"
159026;1;140;63;"2021-11-06";"réseaux sociaux";"qualité produit";""
159027;10;71;4;"2021-10-16";"réseaux sociaux";"service après-vente";"1"
159028;6;138;15;"2021-05-07";"email";"drive";"1"
159029;9;28;64;"2021-05-22";"téléphone";"service après-vente";"1"
159030;9;102;15;"2021-11-26";"email";"drive";"1"
159031;9;83;24;"2021-09-03";"réseaux sociaux";"qualité produit";""
159032;9;12;4;"2021-06-07";"réseaux sociaux";"service après-vente";"1"
159033;10;107;81;"2021-11-14";"email";"expérience en magasin";"1"
159034;6;9;79;"2021-10-22";"email";"livraison";"1"
159035;7;50;67;"2021-09-12";"email";"expérience en magasin";"1"
159036;8;70;29;"2021-10-03";"réseaux sociaux";"expérience en magasin";"1"
159037;10;124;23;"2021-06-10";"réseaux sociaux";"expérience en magasin";""
159038;9;77;10;"2021-03-16";"email";"service après-vente";"1"
159039;7;92;27;"2021-08-20";"email";"service après-vente";"1"
159040;10;79;50;"2021-10-16";"téléphone";"livraison";"1"
159041;7;75;17;"2021-12-06";"téléphone";"qualité produit";"1"
159042;8;130;30;"2021-10-28";"email";"drive";"0"
159043;10;43;22;"2021-08-02";"réseaux sociaux";"qualité produit";"1"
159044;8;141;69;"2021-01-01";"email";"service après-vente";"1"
159045;9;106;29;"2021-09-28";"réseaux sociaux";"qualité produit";""
159046;10;87;22;"2021-07-18";"email";"service après-vente";"1"
159047;8;110;24;"2021-06-17";"email";"service après-vente";"1"
159048;10;75;10;"2021-03-26";"téléphone";"qualité produit";"1"
159049;8;63;1;"2021-07-01";"réseaux sociaux";"expérience en magasin";""
159050;10;12;27;"2021-04-26";"téléphone";"service après-vente";"1"
159051;8;27;6;"2021-02-11";"réseaux sociaux";"drive";"1"
159052;8;2;70;"2021-11-14";"réseaux sociaux";"livraison";"1"
159053;8;116;64;"2021-04-04";"réseaux sociaux";"qualité produit";""
159054;8;130;75;"2021-04-20";"email";"qualité produit";"1"
159055;9;14;28;"2021-08-07";"téléphone";"drive";"1"
159056;8;54;1;"2021-09-13";"réseaux sociaux";"expérience en magasin";"1"
159057;8;109;80;"2021-12-21";"téléphone";"qualité produit";"1"
159058;9;136;31;"2021-03-03";"email";"livraison";"1"
159059;8;106;6;"2021-05-03";"téléphone";"qualité produit";"1"
159060;9;51;6;"2021-07-05";"email";"service après-vente";"1"
159061;10;99;63;"2021-12-10";"email";"service après-vente";"1"
159062;8;2;52;"2021-01-24";"téléphone";"drive";"1"
159063;6;114;63;"2021-09-11";"réseaux sociaux";"service après-vente";""
159064;6;104;33;"2021-10-13";"téléphone";"livraison";"1"
159065;7;125;13;"2021-03-24";"téléphone";"drive";"1"
159066;8;41;80;"2021-08-28";"email";"livraison";"1"
159067;10;26;58;"2021-05-01";"téléphone";"expérience en magasin";"1"
159068;6;29;39;"2021-08-05";"email";"qualité produit";"1"
159069;9;144;45;"2021-06-01";"email";"expérience en magasin";"1"
159070;9;4;13;"2021-10-23";"email";"qualité produit";"1"
159071;9;135;71;"2021-12-10";"réseaux sociaux";"expérience en magasin";"1"
159072;7;35;43;"2021-03-20";"téléphone";"expérience en magasin";"1"
159073;7;60;45;"2021-02-04";"email";"service après-vente";"1"
159074;9;120;43;"2021-01-07";"réseaux sociaux";"expérience en magasin";"1"
159075;9;118;63;"2021-09-23";"email";"qualité produit";"1"
159076;7;144;43;"2021-05-15";"réseaux sociaux";"drive";""
159077;6;105;49;"2021-12-14";"email";"livraison";"1"
159078;6;44;5;"2021-12-08";"téléphone";"expérience en magasin";"1"
159079;9;133;19;"2021-03-22";"téléphone";"livraison";"1"
159080;9;80;52;"2021-09-21";"téléphone";"livraison";"1"
159081;8;89;20;"2021-05-28";"email";"livraison";"1"
159082;6;42;73;"2021-04-24";"email";"qualité produit";"1"
159083;8;119;58;"2021-06-08";"réseaux sociaux";"qualité produit";"1"
159084;8;21;65;"2021-08-06";"email";"qualité produit";"1"
159085;8;127;82;"2021-10-08";"email";"expérience en magasin";"1"
159086;7;118;80;"2021-06-19";"réseaux sociaux";"service après-vente";""
159087;9;59;77;"2021-08-02";"réseaux sociaux";"drive";"1"
159088;8;29;11;"2021-06-28";"réseaux sociaux";"service après-vente";"1"
159089;10;68;62;"2021-08-07";"réseaux sociaux";"livraison";"1"
159090;8;75;61;"2021-01-13";"téléphone";"livraison";"1"
159091;4;11;27;"2021-04-30";"téléphone";"drive";"0"
159092;9;133;77;"2021-05-15";"téléphone";"expérience en magasin";"1"
159093;9;26;65;"2021-03-12";"téléphone";"service après-vente";"1"
159094;6;100;29;"2021-06-15";"réseaux sociaux";"qualité produit";""
159095;8;95;5;"2021-11-15";"email";"drive";"1"
159096;8;55;57;"2021-05-01";"email";"drive";"1"
159097;10;3;79;"2021-05-10";"email";"livraison";"1"
159098;9;123;73;"2021-08-24";"email";"drive";"1"
159099;8;47;61;"2021-04-18";"email";"service après-vente";"1"
159100;9;98;13;"2021-05-10";"téléphone";"drive";"1"
159101;9;28;68;"2021-07-11";"email";"drive";"1"
159102;9;62;18;"2021-01-09";"téléphone";"livraison";"1"
159103;8;93;82;"2021-06-05";"email";"drive";"1"
159104;9;106;60;"2021-02-03";"réseaux sociaux";"livraison";"1"
159105;4;126;38;"2021-05-17";"réseaux sociaux";"drive";""
159106;9;30;74;"2021-11-24";"email";"qualité produit";"1"
159107;9;13;74;"2021-03-02";"téléphone";"service après-vente";"1"
159108;9;41;34;"2021-04-06";"réseaux sociaux";"qualité produit";"1"
159109;9;14;44;"2021-04-17";"réseaux sociaux";"qualité produit";"1"
159110;9;22;5;"2021-05-08";"réseaux sociaux";"drive";""
159111;9;66;42;"2021-04-27";"téléphone";"drive";"1"
159112;8;63;58;"2021-09-21";"téléphone";"expérience en magasin";"1"
159113;8;80;83;"2021-04-06";"email";"livraison";"1"
159114;10;5;36;"2021-06-11";"téléphone";"expérience en magasin";"1"
159115;9;42;23;"2021-02-04";"email";"livraison";"1"
159116;8;34;36;"2021-10-28";"réseaux sociaux";"service après-vente";""
159117;8;143;71;"2021-10-23";"email";"qualité produit";"1"
159118;8;26;13;"2021-03-12";"email";"qualité produit";"1"
159119;8;140;64;"2021-10-02";"email";"expérience en magasin";"1"
159120;4;119;31;"2021-03-30";"réseaux sociaux";"livraison";""
159121;8;116;47;"2021-12-08";"email";"service après-vente";"1"
159122;8;96;23;"2021-04-05";"email";"livraison";"1"
159123;8;113;62;"2021-06-11";"email";"livraison";"1"
159124;4;138;24;"2021-04-03";"téléphone";"livraison";"1"
159125;8;79;19;"2021-11-27";"réseaux sociaux";"livraison";""
159126;10;134;62;"2021-05-20";"email";"service après-vente";"1"
159127;6;114;72;"2021-03-15";"réseaux sociaux";"expérience en magasin";""
159128;9;48;58;"2021-01-12";"réseaux sociaux";"livraison";"1"
159129;8;43;23;"2021-11-22";"réseaux sociaux";"livraison";"1"
159130;9;36;16;"2021-02-07";"email";"livraison";"1"
159131;4;83;54;"2021-06-06";"téléphone";"livraison";"0"
159132;10;15;12;"2021-06-29";"téléphone";"drive";"1"
159133;4;40;31;"2021-11-15";"email";"expérience en magasin";"1"
159134;9;104;50;"2021-03-22";"email";"qualité produit";"1"
159135;10;124;13;"2021-08-19";"email";"service après-vente";"1"
159136;9;9;83;"2021-11-27";"email";"qualité produit";"1"
159137;9;77;53;"2021-02-07";"réseaux sociaux";"service après-vente";""
159138;8;71;33;"2021-06-28";"téléphone";"service après-vente";"1"
159139;8;133;12;"2021-05-18";"réseaux sociaux";"livraison";""
159140;8;94;51;"2021-09-15";"réseaux sociaux";"service après-vente";""
159141;9;122;14;"2021-05-29";"email";"drive";"1"
159142;9;10;63;"2021-04-26";"email";"drive";"1"
159143;8;28;70;"2021-01-05";"email";"drive";"1"
159144;9;100;42;"2021-02-03";"téléphone";"livraison";"1"
159145;8;38;34;"2021-06-23";"email";"drive";"1"
159146;8;28;28;"2021-10-23";"réseaux sociaux";"service après-vente";""
159147;7;43;44;"2021-06-01";"réseaux sociaux";"expérience en magasin";""
159148;9;27;69;"2021-03-18";"email";"expérience en magasin";"0"
159149;8;126;70;"2021-04-14";"email";"expérience en magasin";"1"
159150;9;31;75;"2021-03-15";"réseaux sociaux";"service après-vente";"1"
159151;9;32;32;"2021-06-07";"téléphone";"livraison";"1"
159152;8;139;9;"2021-08-15";"réseaux sociaux";"drive";"1"
159153;8;6;48;"2021-07-10";"réseaux sociaux";"service après-vente";"1"
159154;9;19;24;"2021-01-16";"email";"drive";"1"
159155;9;33;20;"2021-11-16";"réseaux sociaux";"qualité produit";"1"
159156;6;63;63;"2021-01-16";"email";"expérience en magasin";"1"
159157;8;73;61;"2021-12-24";"email";"expérience en magasin";"1"
159158;10;15;23;"2021-07-29";"téléphone";"qualité produit";"1"
159159;10;2;22;"2021-01-08";"téléphone";"livraison";"1"
159160;6;80;60;"2021-04-23";"réseaux sociaux";"expérience en magasin";""
159161;10;45;9;"2021-09-10";"email";"livraison";"0"
159162;8;30;45;"2021-01-22";"réseaux sociaux";"service après-vente";""
159163;8;11;40;"2021-12-25";"email";"qualité produit";"1"
159164;9;69;32;"2021-04-20";"réseaux sociaux";"expérience en magasin";"1"
159165;7;106;1;"2021-02-05";"email";"qualité produit";"1"
159166;8;121;54;"2021-11-18";"email";"expérience en magasin";"1"
159167;9;87;40;"2021-05-03";"réseaux sociaux";"service après-vente";"1"
159168;6;48;56;"2021-06-04";"email";"livraison";"1"
159169;8;43;9;"2021-05-03";"email";"livraison";"1"
159170;9;47;5;"2021-07-08";"téléphone";"drive";"1"
159171;6;1;12;"2021-08-30";"email";"drive";"1"
159172;9;43;77;"2021-06-22";"email";"drive";"1"
159173;9;16;17;"2021-07-21";"réseaux sociaux";"drive";"1"
159174;9;16;64;"2021-03-19";"téléphone";"expérience en magasin";"1"
159175;7;108;8;"2021-07-28";"réseaux sociaux";"expérience en magasin";""
159176;7;131;29;"2021-01-04";"email";"qualité produit";"0"
159177;8;14;28;"2021-03-28";"réseaux sociaux";"qualité produit";"1"
159178;6;125;13;"2021-08-23";"email";"livraison";"1"
159179;9;82;38;"2021-04-11";"réseaux sociaux";"service après-vente";""
159180;9;131;49;"2021-12-25";"email";"livraison";"1"
159181;8;72;45;"2021-05-16";"téléphone";"livraison";"1"
159182;10;11;35;"2021-09-04";"email";"drive";"0"
159183;6;48;65;"2021-12-11";"réseaux sociaux";"livraison";""
159184;8;99;15;"2021-01-18";"téléphone";"expérience en magasin";"1"
159185;8;124;9;"2021-01-21";"téléphone";"drive";"1"
159186;9;33;59;"2021-02-08";"email";"expérience en magasin";"1"
159187;7;13;33;"2021-01-04";"réseaux sociaux";"livraison";""
159188;9;17;13;"2021-10-29";"réseaux sociaux";"expérience en magasin";""
159189;9;74;38;"2021-12-09";"email";"livraison";"1"
159190;9;116;53;"2021-11-22";"email";"drive";"1"
159191;9;139;27;"2021-11-05";"téléphone";"expérience en magasin";"1"
159192;7;100;18;"2021-02-28";"email";"service après-vente";"1"
159193;10;144;17;"2021-01-06";"téléphone";"livraison";"1"
159194;7;5;12;"2021-05-23";"réseaux sociaux";"drive";""
159195;10;55;23;"2021-09-12";"téléphone";"qualité produit";"1"
159196;8;127;80;"2021-04-15";"téléphone";"livraison";"1"
159197;9;16;40;"2021-10-20";"téléphone";"qualité produit";"1"
159198;9;58;65;"2021-03-13";"téléphone";"expérience en magasin";"1"
159199;9;117;15;"2021-05-20";"téléphone";"service après-vente";"1"
159200;8;78;12;"2021-08-27";"email";"qualité produit";"1"
159201;9;124;54;"2021-12-08";"email";"qualité produit";"1"
159202;8;51;62;"2021-03-11";"téléphone";"qualité produit";"1"
159203;8;120;59;"2021-09-05";"réseaux sociaux";"service après-vente";"1"
159204;6;118;81;"2021-01-19";"réseaux sociaux";"qualité produit";""
159205;6;107;11;"2021-02-16";"réseaux sociaux";"expérience en magasin";""
159206;10;73;35;"2021-07-26";"téléphone";"qualité produit";"1"
159207;8;60;9;"2021-04-11";"réseaux sociaux";"livraison";""
159208;9;30;43;"2021-04-23";"email";"expérience en magasin";"1"
159209;9;91;26;"2021-07-05";"téléphone";"livraison";"1"
159210;9;125;56;"2021-10-15";"téléphone";"service après-vente";"1"
159211;8;137;36;"2021-06-02";"email";"qualité produit";"1"
159212;10;15;83;"2021-01-21";"téléphone";"livraison";"1"
159213;9;135;36;"2021-11-03";"email";"qualité produit";"1"
159214;7;34;76;"2021-07-23";"téléphone";"expérience en magasin";"1"
159215;8;111;63;"2021-06-27";"réseaux sociaux";"qualité produit";"1"
159216;9;115;63;"2021-07-14";"téléphone";"livraison";"1"
159217;9;124;44;"2021-01-03";"email";"drive";"1"
159218;9;25;10;"2021-09-21";"réseaux sociaux";"expérience en magasin";"1"
159219;9;95;26;"2021-06-11";"email";"service après-vente";"1"
159220;7;57;55;"2021-02-27";"réseaux sociaux";"expérience en magasin";""
159221;9;124;52;"2021-09-25";"téléphone";"drive";"1"
159222;8;95;74;"2021-04-12";"téléphone";"livraison";"1"
159223;10;127;28;"2021-11-03";"réseaux sociaux";"expérience en magasin";""
159224;9;100;34;"2021-05-11";"réseaux sociaux";"qualité produit";"1"
159225;7;37;7;"2021-03-19";"email";"livraison";"1"
159226;9;106;32;"2021-05-06";"téléphone";"expérience en magasin";"1"
159227;9;80;29;"2021-12-22";"email";"service après-vente";"1"
159228;8;98;80;"2021-06-30";"email";"expérience en magasin";"1"
159229;9;128;37;"2021-03-19";"email";"livraison";"1"
159230;8;4;75;"2021-05-31";"téléphone";"livraison";"1"
159231;9;14;10;"2021-06-01";"réseaux sociaux";"drive";"1"
159232;8;77;38;"2021-06-24";"téléphone";"expérience en magasin";"1"
159233;8;36;78;"2021-02-01";"téléphone";"livraison";"1"
159234;9;32;23;"2021-10-07";"email";"expérience en magasin";"1"
159235;8;7;52;"2021-06-05";"réseaux sociaux";"service après-vente";"1"
159236;9;129;43;"2021-02-26";"email";"qualité produit";"1"
159237;6;99;81;"2021-05-23";"réseaux sociaux";"livraison";""
159238;8;51;52;"2021-03-26";"email";"expérience en magasin";"1"
159239;8;135;61;"2021-10-24";"téléphone";"expérience en magasin";"1"
159240;9;107;21;"2021-01-31";"email";"qualité produit";"1"
159241;8;129;36;"2021-11-22";"email";"service après-vente";"1"
159242;6;3;70;"2021-09-01";"téléphone";"drive";"1"
159243;9;44;19;"2021-07-30";"email";"livraison";"1"
159244;8;26;58;"2021-11-10";"réseaux sociaux";"drive";"1"
159245;9;65;48;"2021-04-06";"email";"qualité produit";"1"
159246;9;25;32;"2021-03-07";"téléphone";"livraison";"1"
159247;8;49;35;"2021-01-07";"email";"expérience en magasin";"1"
159248;9;132;77;"2021-08-16";"réseaux sociaux";"service après-vente";"1"
159249;9;106;73;"2021-11-13";"téléphone";"qualité produit";"1"
159250;8;41;45;"2021-11-22";"téléphone";"qualité produit";"1"
159251;8;10;5;"2021-09-13";"réseaux sociaux";"livraison";""
159252;8;24;58;"2021-12-20";"email";"drive";"1"
159253;9;31;15;"2021-08-12";"réseaux sociaux";"drive";"1"
159254;9;40;81;"2021-06-30";"réseaux sociaux";"qualité produit";"1"
159255;9;75;70;"2021-05-25";"email";"qualité produit";"1"
159256;8;120;14;"2021-08-11";"téléphone";"livraison";"1"
159257;9;59;12;"2021-04-22";"réseaux sociaux";"livraison";""
159258;9;61;81;"2021-12-02";"email";"drive";"1"
159259;9;24;37;"2021-09-22";"téléphone";"drive";"1"
159260;9;41;17;"2021-11-08";"email";"service après-vente";"1"
159261;10;134;11;"2021-08-09";"email";"livraison";"1"
159262;9;88;52;"2021-04-27";"téléphone";"expérience en magasin";"1"
159263;8;35;63;"2021-08-04";"téléphone";"qualité produit";"1"
159264;9;74;37;"2021-11-29";"email";"expérience en magasin";"1"
159265;7;58;25;"2021-10-06";"email";"drive";"1"
159266;8;80;33;"2021-04-22";"email";"drive";"1"
159267;9;82;52;"2021-09-19";"email";"service après-vente";"1"
159268;9;111;51;"2021-10-30";"réseaux sociaux";"expérience en magasin";"1"
159269;9;58;52;"2021-08-19";"email";"expérience en magasin";"1"
159270;7;60;11;"2021-01-11";"email";"qualité produit";"1"
159271;9;26;29;"2021-09-13";"réseaux sociaux";"expérience en magasin";"1"
159272;6;91;8;"2021-01-21";"réseaux sociaux";"service après-vente";""
159273;8;7;30;"2021-10-30";"réseaux sociaux";"service après-vente";"1"
159274;9;21;37;"2021-02-22";"réseaux sociaux";"qualité produit";""
159275;10;130;44;"2021-03-06";"email";"expérience en magasin";"1"
159276;9;125;60;"2021-04-01";"réseaux sociaux";"drive";"1"
159277;8;126;44;"2021-10-01";"réseaux sociaux";"qualité produit";"1"
159278;8;137;76;"2021-03-18";"téléphone";"service après-vente";"1"
159279;6;85;34;"2021-12-03";"téléphone";"qualité produit";"1"
159280;9;67;53;"2021-04-04";"téléphone";"drive";"1"
159281;8;17;40;"2021-06-10";"réseaux sociaux";"service après-vente";""
159282;8;14;48;"2021-06-27";"email";"service après-vente";"1"
159283;10;76;66;"2021-11-02";"réseaux sociaux";"service après-vente";""
159284;9;128;18;"2021-05-29";"téléphone";"livraison";"1"
159285;8;82;11;"2021-12-19";"email";"drive";"1"
159286;8;25;29;"2021-12-21";"email";"livraison";"1"
159287;9;71;54;"2021-08-03";"réseaux sociaux";"drive";"1"
159288;9;40;14;"2021-12-11";"email";"drive";"1"
159289;9;61;71;"2021-07-23";"réseaux sociaux";"livraison";"1"
159290;8;129;35;"2021-09-24";"téléphone";"service après-vente";"1"
159291;9;122;33;"2021-03-31";"email";"service après-vente";"1"
159292;9;121;53;"2021-10-15";"réseaux sociaux";"service après-vente";""
159293;10;75;42;"2021-12-26";"réseaux sociaux";"qualité produit";""
159294;9;112;9;"2021-03-14";"téléphone";"expérience en magasin";"1"
159295;10;90;82;"2021-12-07";"réseaux sociaux";"service après-vente";""
159296;8;88;69;"2021-10-28";"téléphone";"expérience en magasin";"1"
159297;9;32;74;"2021-05-19";"téléphone";"livraison";"1"
159298;8;98;48;"2021-05-23";"réseaux sociaux";"drive";"1"
159299;9;15;48;"2021-11-30";"email";"qualité produit";"1"
159300;8;39;78;"2021-04-01";"réseaux sociaux";"livraison";""
159301;8;135;47;"2021-05-29";"téléphone";"drive";"0"
159302;6;87;46;"2021-01-14";"email";"expérience en magasin";"1"
159303;8;90;21;"2021-10-21";"téléphone";"qualité produit";"1"
159304;8;70;68;"2021-11-03";"réseaux sociaux";"livraison";""
159305;8;143;83;"2021-01-10";"réseaux sociaux";"service après-vente";"1"
159306;8;53;28;"2021-07-13";"téléphone";"qualité produit";"1"
159307;9;134;22;"2021-05-09";"email";"livraison";"1"
159308;9;14;3;"2021-01-22";"téléphone";"qualité produit";"0"
159309;8;117;16;"2021-08-22";"téléphone";"drive";"1"
159310;8;59;59;"2021-03-10";"téléphone";"qualité produit";"1"
159311;9;121;14;"2021-02-02";"réseaux sociaux";"livraison";""
159312;1;59;8;"2021-03-25";"réseaux sociaux";"service après-vente";""
159313;8;144;71;"2021-05-21";"téléphone";"qualité produit";"1"
159314;7;30;60;"2021-03-02";"email";"qualité produit";"1"
159315;9;100;2;"2021-02-22";"réseaux sociaux";"drive";"1"
159316;9;38;31;"2021-02-22";"réseaux sociaux";"drive";"1"
159317;10;118;63;"2021-12-26";"email";"expérience en magasin";"1"
159318;8;77;22;"2021-04-16";"email";"drive";"1"
159319;6;93;71;"2021-02-06";"email";"service après-vente";"1"
159320;9;128;72;"2021-02-22";"téléphone";"livraison";"1"
159321;1;42;48;"2021-11-23";"réseaux sociaux";"expérience en magasin";""
159322;6;97;41;"2021-01-05";"réseaux sociaux";"service après-vente";""
159323;8;60;12;"2021-04-27";"téléphone";"expérience en magasin";"1"
159324;9;140;15;"2021-04-06";"réseaux sociaux";"drive";"1"
159325;9;87;59;"2021-10-05";"réseaux sociaux";"expérience en magasin";""
159326;8;90;30;"2021-02-19";"réseaux sociaux";"expérience en magasin";"1"
159327;9;1;69;"2021-03-20";"réseaux sociaux";"qualité produit";""
159328;9;28;32;"2021-04-14";"téléphone";"expérience en magasin";"1"
159329;6;136;44;"2021-09-27";"email";"service après-vente";"1"
159330;10;88;42;"2021-07-07";"email";"livraison";"1"
159331;7;130;73;"2021-08-17";"email";"qualité produit";"1"
159332;6;6;45;"2021-02-10";"téléphone";"drive";"1"
159333;10;99;8;"2021-12-11";"email";"drive";"1"
159334;9;4;31;"2021-02-25";"téléphone";"drive";"1"
159335;6;67;7;"2021-03-07";"réseaux sociaux";"service après-vente";""
159336;9;81;75;"2021-03-26";"email";"drive";"1"
159337;8;95;83;"2021-05-22";"réseaux sociaux";"service après-vente";""
159338;10;54;57;"2021-01-04";"réseaux sociaux";"livraison";""
159339;6;80;11;"2021-01-04";"réseaux sociaux";"qualité produit";""
159340;9;4;41;"2021-03-15";"réseaux sociaux";"expérience en magasin";"1"
159341;8;64;62;"2021-10-15";"email";"service après-vente";"1"
159342;0;142;59;"2021-05-12";"email";"qualité produit";"0"
159343;9;88;4;"2021-10-28";"email";"service après-vente";"1"
159344;6;65;67;"2021-01-19";"téléphone";"service après-vente";"1"
159345;8;14;19;"2021-08-15";"réseaux sociaux";"service après-vente";""
159346;1;76;27;"2021-07-17";"téléphone";"drive";"1"
159347;8;93;44;"2021-10-14";"email";"livraison";"1"
159348;10;11;5;"2021-01-22";"réseaux sociaux";"drive";""
159349;9;73;7;"2021-11-19";"email";"livraison";"1"
159350;9;86;65;"2021-07-17";"réseaux sociaux";"drive";"1"
159351;9;73;78;"2021-05-25";"réseaux sociaux";"qualité produit";"1"
159352;9;7;19;"2021-11-20";"téléphone";"service après-vente";"1"
159353;9;73;2;"2021-08-31";"réseaux sociaux";"livraison";"1"
159354;7;82;3;"2021-03-01";"réseaux sociaux";"service après-vente";""
159355;7;19;44;"2021-04-21";"téléphone";"qualité produit";"1"
159356;10;141;27;"2021-06-20";"réseaux sociaux";"service après-vente";""
159357;1;65;68;"2021-11-24";"téléphone";"livraison";"1"
159358;9;54;72;"2021-01-19";"réseaux sociaux";"service après-vente";"1"
159359;8;44;29;"2021-05-13";"email";"qualité produit";"1"
159360;1;6;11;"2021-12-22";"téléphone";"drive";"0"
159361;9;55;73;"2021-12-11";"email";"drive";"1"
159362;7;89;46;"2021-06-04";"téléphone";"expérience en magasin";"1"
159363;10;84;2;"2021-02-27";"téléphone";"service après-vente";"1"
159364;10;84;3;"2021-03-30";"réseaux sociaux";"service après-vente";""
159365;8;112;13;"2021-07-18";"réseaux sociaux";"service après-vente";"1"
159366;9;140;11;"2021-12-02";"email";"livraison";"1"
159367;7;105;38;"2021-02-22";"téléphone";"livraison";"1"
159368;9;60;50;"2021-03-31";"réseaux sociaux";"expérience en magasin";""
159369;8;37;18;"2021-03-14";"téléphone";"livraison";"1"
159370;9;30;55;"2021-09-05";"réseaux sociaux";"livraison";"1"
159371;1;43;29;"2021-06-19";"téléphone";"qualité produit";"0"
159372;1;80;59;"2021-05-16";"téléphone";"service après-vente";"0"
159373;9;34;39;"2021-08-17";"téléphone";"drive";"1"
159374;10;33;49;"2021-10-06";"email";"livraison";"1"
159375;9;11;35;"2021-06-05";"email";"drive";"1"
159376;9;38;16;"2021-10-18";"réseaux sociaux";"qualité produit";"1"
159377;9;128;17;"2021-02-09";"téléphone";"livraison";"1"
159378;9;129;64;"2021-03-14";"email";"drive";"1"
159379;8;111;29;"2021-09-09";"réseaux sociaux";"expérience en magasin";"1"
159380;6;120;45;"2021-05-11";"téléphone";"drive";"1"
159381;9;42;54;"2021-03-26";"téléphone";"service après-vente";"1"
159382;7;120;63;"2021-09-21";"email";"drive";"1"
159383;9;21;17;"2021-06-24";"réseaux sociaux";"qualité produit";"1"
159384;7;121;46;"2021-10-08";"téléphone";"service après-vente";"1"
159385;10;62;20;"2021-05-26";"téléphone";"livraison";"1"
159386;10;24;63;"2021-01-21";"téléphone";"livraison";"1"
159387;8;63;54;"2021-08-23";"réseaux sociaux";"qualité produit";""
159388;9;95;5;"2021-12-22";"email";"drive";"1"
159389;9;9;34;"2021-10-18";"email";"drive";"1"
159390;9;79;53;"2021-05-01";"réseaux sociaux";"service après-vente";"1"
159391;9;89;26;"2021-03-15";"téléphone";"service après-vente";"1"
159392;9;51;23;"2021-10-30";"téléphone";"livraison";"1"
159393;9;2;12;"2021-12-23";"email";"livraison";"1"
159394;9;111;37;"2021-09-12";"réseaux sociaux";"drive";"1"
159395;10;123;65;"2021-11-06";"email";"expérience en magasin";"1"
159396;10;31;5;"2021-09-13";"email";"expérience en magasin";"0"
159397;8;71;29;"2021-04-07";"email";"qualité produit";"1"
159398;7;40;16;"2021-08-07";"email";"qualité produit";"1"
159399;8;125;83;"2021-12-01";"téléphone";"drive";"0"
159400;9;13;77;"2021-11-29";"téléphone";"drive";"1"
159401;9;129;50;"2021-07-05";"téléphone";"drive";"1"
159402;9;14;73;"2021-09-28";"téléphone";"livraison";"1"
159403;10;102;11;"2021-08-02";"téléphone";"service après-vente";"1"
159404;9;42;51;"2021-09-23";"réseaux sociaux";"qualité produit";""
159405;8;95;35;"2021-05-09";"réseaux sociaux";"qualité produit";"1"
159406;8;14;56;"2021-04-25";"réseaux sociaux";"drive";""
159407;6;102;71;"2021-06-28";"email";"qualité produit";"1"
159408;9;22;44;"2021-12-10";"téléphone";"expérience en magasin";"1"
159409;9;144;40;"2021-02-26";"réseaux sociaux";"expérience en magasin";"1"
159410;9;10;42;"2021-11-24";"réseaux sociaux";"service après-vente";""
159411;7;98;51;"2021-02-24";"réseaux sociaux";"drive";""
159412;10;69;24;"2021-03-10";"téléphone";"qualité produit";"1"
159413;8;30;55;"2021-07-15";"réseaux sociaux";"qualité produit";""
159414;8;7;20;"2021-12-18";"téléphone";"service après-vente";"1"
159415;8;119;72;"2021-03-21";"téléphone";"livraison";"1"
159416;9;111;31;"2021-09-20";"réseaux sociaux";"service après-vente";"1"
159417;8;9;50;"2021-01-29";"email";"livraison";"1"
159418;9;135;10;"2021-02-27";"téléphone";"livraison";"1"
159419;8;50;39;"2021-05-18";"réseaux sociaux";"drive";"1"
159420;9;67;6;"2021-08-12";"réseaux sociaux";"drive";""
